"","subject","block","trial","card_left","card_right","ch_card","ch_key","reward","prob1","prob2","prob3","prob4","rt","reward_oneback","unch_card","reoffer_ch","reoffer_unch","stay_key","stay_card","stay_unch_card","prob_ch","prob_unch","accuracy","delta_exp_value","prob_left","prob_right","better_loc","prev_loc_better","bonus","number_inattention","instructions_mistakes"
"24",1,"1","24",3,4,3,"0","0",0.32771788,0.416664343,0.167898662,0.414173854,369,"0",4,FALSE,TRUE,TRUE,FALSE,TRUE,0.167898662,0.414173854,0,0.246275192,0.167898662,0.414173854,1,0,0,0,0
"25",1,"1","25",1,4,4,"1","0",0.346910101,0.406414638,0.223806442,0.432006777,875,"0",1,FALSE,TRUE,FALSE,FALSE,TRUE,0.432006777,0.346910101,1,0.085096676,0.346910101,0.432006777,1,0,0,0,0
"26",1,"1","26",1,2,2,"1","1",0.363247772,0.424988911,0.15,0.409534504,376,"0",1,FALSE,TRUE,TRUE,FALSE,FALSE,0.424988911,0.363247772,1,0.061741139,0.363247772,0.424988911,1,1,0.0025,0,0
"27",1,"1","27",1,3,3,"1","1",0.412600622,0.423891952,0.160403157,0.383596933,765,"1",1,FALSE,TRUE,TRUE,FALSE,FALSE,0.160403157,0.412600622,0,0.252197465,0.412600622,0.160403157,0,0,0.0025,0,0
"28",1,"1","28",2,1,2,"0","1",0.394723848,0.477917326,0.15,0.366896641,619,"1",1,FALSE,TRUE,FALSE,FALSE,FALSE,0.477917326,0.394723848,1,0.083193478,0.477917326,0.394723848,0,0,0.0025,0,0
"29",1,"1","29",1,2,2,"1","0",0.379588708,0.499917072,0.15,0.455084108,726,"1",1,TRUE,TRUE,FALSE,TRUE,FALSE,0.499917072,0.379588708,1,0.120328364,0.379588708,0.499917072,1,0,0,0,0
"30",1,"1","30",4,2,2,"1","1",0.39092306,0.527574737,0.199845574,0.475709276,383,"0",4,TRUE,FALSE,TRUE,TRUE,FALSE,0.527574737,0.475709276,1,0.051865461,0.475709276,0.527574737,1,1,0.0025,0,0
"31",1,"1","31",3,2,3,"0","0",0.37934023,0.55610902,0.252707012,0.523782927,778,"1",2,TRUE,FALSE,FALSE,FALSE,FALSE,0.252707012,0.55610902,0,0.303402008,0.252707012,0.55610902,1,1,0,0,0
"32",1,"1","32",2,3,2,"0","1",0.422537053,0.542712218,0.240813444,0.467327472,366,"0",3,TRUE,TRUE,TRUE,FALSE,TRUE,0.542712218,0.240813444,1,0.301898774,0.542712218,0.240813444,0,1,0.0025,0,0
"33",1,"1","33",4,2,4,"0","0",0.42854826,0.558499434,0.31536487,0.456414917,519,"1",2,TRUE,FALSE,TRUE,FALSE,FALSE,0.456414917,0.558499434,0,0.102084517,0.456414917,0.558499434,1,0,0,0,0
"34",1,"1","34",1,4,4,"1","0",0.414645187,0.630558855,0.238292789,0.399816399,734,"0",1,TRUE,FALSE,FALSE,TRUE,FALSE,0.399816399,0.414645187,0,0.014828788,0.414645187,0.399816399,0,1,0,0,0
"35",1,"1","35",1,3,3,"1","1",0.411459023,0.630067304,0.158989637,0.404586093,1012,"0",1,FALSE,TRUE,TRUE,FALSE,FALSE,0.158989637,0.411459023,0,0.252469386,0.411459023,0.158989637,0,0,0.0025,0,0
"36",1,"1","36",1,4,4,"1","0",0.357681821,0.633714377,0.160086403,0.419517324,932,"1",1,FALSE,TRUE,TRUE,FALSE,FALSE,0.419517324,0.357681821,1,0.061835503,0.357681821,0.419517324,1,1,0,0,0
"37",1,"1","37",2,3,2,"0","1",0.319182052,0.66237771,0.157452045,0.426407739,655,"0",3,FALSE,FALSE,FALSE,FALSE,FALSE,0.66237771,0.157452045,1,0.504925665,0.66237771,0.157452045,0,0,0.0025,0,0
"38",1,"1","38",2,4,2,"0","0",0.271389827,0.642321058,0.176706854,0.408329963,393,"1",4,TRUE,FALSE,TRUE,TRUE,FALSE,0.642321058,0.408329963,1,0.233991095,0.642321058,0.408329963,0,1,0,0,0
"39",1,"1","39",3,4,3,"0","0",0.331717046,0.598826994,0.163972711,0.442421569,1146,"0",4,FALSE,TRUE,TRUE,FALSE,FALSE,0.163972711,0.442421569,0,0.278448858,0.163972711,0.442421569,1,0,0,0,0
"40",1,"1","40",3,2,2,"1","1",0.337330719,0.537534203,0.156086284,0.439231949,852,"0",3,TRUE,FALSE,FALSE,FALSE,FALSE,0.537534203,0.156086284,1,0.381447919,0.156086284,0.537534203,1,0,0.0025,0,0
"41",1,"1","41",1,4,4,"1","1",0.360532922,0.541353187,0.15,0.422045599,897,"1",1,FALSE,FALSE,TRUE,FALSE,FALSE,0.422045599,0.360532922,1,0.061512677,0.360532922,0.422045599,1,1,0.0025,0,0
"42",1,"1","42",1,2,2,"1","1",0.40079545,0.565797459,0.15,0.398831425,1210,"1",1,FALSE,TRUE,TRUE,FALSE,FALSE,0.565797459,0.40079545,1,0.165002009,0.40079545,0.565797459,1,1,0.0025,0,0
"43",1,"1","43",4,2,2,"1","1",0.4120548,0.625624932,0.15,0.445303813,357,"1",4,TRUE,FALSE,TRUE,TRUE,FALSE,0.625624932,0.445303813,1,0.180321119,0.445303813,0.625624932,1,1,0.0025,0,0
"44",1,"1","44",1,3,1,"0","1",0.419174746,0.673666597,0.15,0.442015842,1731,"1",3,FALSE,FALSE,FALSE,FALSE,FALSE,0.419174746,0.15,1,0.269174746,0.419174746,0.15,0,0,0.0025,0,0
"45",1,"1","45",4,1,1,"1","1",0.49439884,0.709709244,0.15,0.391095483,505,"1",4,TRUE,FALSE,FALSE,TRUE,FALSE,0.49439884,0.391095483,1,0.103303357,0.391095483,0.49439884,1,0,0.0025,0,0
"46",1,"1","46",2,1,1,"1","0",0.445138221,0.732720996,0.15,0.39784058,667,"1",2,TRUE,FALSE,TRUE,TRUE,FALSE,0.445138221,0.732720996,0,0.287582775,0.732720996,0.445138221,0,0,0,0,0
"47",1,"1","47",1,3,1,"0","0",0.462633019,0.63950116,0.163664995,0.324718947,1292,"0",3,TRUE,FALSE,FALSE,TRUE,FALSE,0.462633019,0.163664995,1,0.298968024,0.462633019,0.163664995,0,0,0,0,0
"48",1,"1","48",1,4,4,"1","0",0.472754153,0.653624258,0.191478745,0.306483515,1072,"0",1,TRUE,FALSE,FALSE,FALSE,FALSE,0.306483515,0.472754153,0,0.166270638,0.472754153,0.306483515,0,1,0,0,0
"49",1,"1","49",2,4,2,"0","1",0.446989894,0.59332484,0.179692284,0.337784885,359,"0",4,TRUE,FALSE,FALSE,FALSE,FALSE,0.59332484,0.337784885,1,0.255539955,0.59332484,0.337784885,0,0,0.0025,0,0
"50",1,"1","50",1,2,2,"1","0",0.450821354,0.584050675,0.15,0.36036193,347,"1",1,TRUE,FALSE,FALSE,TRUE,FALSE,0.584050675,0.450821354,1,0.133229321,0.450821354,0.584050675,1,0,0,0,0
"51",1,"2","1",3,2,3,"0","1",0.157020842,0.619709433,0.455624574,0.57748884,864,"0",2,TRUE,FALSE,FALSE,FALSE,FALSE,0.455624574,0.619709433,0,0.164084859,0.455624574,0.619709433,1,1,0.0025,0,0
"52",1,"2","2",1,4,1,"0","0",0.15,0.638847416,0.447060403,0.547476684,1040,"1",4,FALSE,FALSE,TRUE,FALSE,FALSE,0.15,0.547476684,0,0.397476684,0.15,0.547476684,1,0,0,0,0
"53",1,"2","3",1,4,4,"1","0",0.15,0.673558252,0.464653849,0.564055839,818,"0",1,TRUE,TRUE,FALSE,FALSE,TRUE,0.564055839,0.15,1,0.414055839,0.15,0.564055839,1,0,0,0,0
"54",1,"2","4",3,2,3,"0","0",0.156040006,0.650024264,0.468050463,0.533591457,804,"0",2,FALSE,FALSE,FALSE,FALSE,FALSE,0.468050463,0.650024264,0,0.181973801,0.468050463,0.650024264,1,1,0,0,0
"55",1,"2","5",4,3,4,"0","1",0.15,0.609580707,0.479689254,0.548975462,1194,"0",3,TRUE,FALSE,TRUE,FALSE,FALSE,0.548975462,0.479689254,1,0.069286208,0.548975462,0.479689254,0,1,0.0025,0,0
"56",1,"2","6",4,3,4,"0","0",0.15,0.643928684,0.489298433,0.530164744,541,"1",3,TRUE,TRUE,TRUE,TRUE,FALSE,0.530164744,0.489298433,1,0.040866311,0.530164744,0.489298433,0,1,0,0,0
"57",1,"2","7",3,4,4,"1","1",0.15,0.632410914,0.49896292,0.449644452,477,"0",3,TRUE,TRUE,FALSE,TRUE,FALSE,0.449644452,0.49896292,0,0.049318468,0.49896292,0.449644452,0,1,0.0025,0,0
"58",1,"2","8",1,4,4,"1","1",0.15,0.660272086,0.503229792,0.400668363,417,"1",1,TRUE,FALSE,TRUE,TRUE,FALSE,0.400668363,0.15,1,0.250668363,0.15,0.400668363,1,1,0.0025,0,0
"59",1,"2","9",1,2,1,"0","0",0.15,0.654805088,0.426905337,0.363860908,1097,"1",2,FALSE,TRUE,FALSE,FALSE,TRUE,0.15,0.654805088,0,0.504805088,0.15,0.654805088,1,1,0,0,0
"60",1,"2","10",1,4,4,"1","1",0.195488406,0.654415047,0.43950215,0.384457003,539,"0",1,TRUE,FALSE,FALSE,FALSE,FALSE,0.384457003,0.195488406,1,0.188968597,0.195488406,0.384457003,1,0,0.0025,0,0
"61",1,"2","11",1,3,3,"1","1",0.238761738,0.651459173,0.424029653,0.381435283,679,"1",1,FALSE,TRUE,TRUE,FALSE,FALSE,0.424029653,0.238761738,1,0.185267915,0.238761738,0.424029653,1,1,0.0025,0,0
"62",1,"2","12",1,2,2,"1","0",0.208685625,0.622871469,0.373946687,0.395809752,857,"1",1,FALSE,TRUE,TRUE,FALSE,FALSE,0.622871469,0.208685625,1,0.414185844,0.208685625,0.622871469,1,1,0,0,0
"63",1,"2","13",3,4,4,"1","0",0.176161325,0.621873043,0.309792793,0.418116153,833,"0",3,FALSE,FALSE,TRUE,FALSE,FALSE,0.418116153,0.309792793,1,0.10832336,0.309792793,0.418116153,1,1,0,0,0
"64",1,"2","14",1,3,3,"1","0",0.189415947,0.64873017,0.299386806,0.444540894,596,"0",1,FALSE,TRUE,TRUE,FALSE,TRUE,0.299386806,0.189415947,1,0.109970859,0.189415947,0.299386806,1,1,0,0,0
"65",1,"2","15",4,3,4,"0","0",0.179116023,0.614258789,0.330861332,0.461018357,812,"0",3,TRUE,FALSE,FALSE,FALSE,FALSE,0.461018357,0.330861332,1,0.130157025,0.461018357,0.330861332,0,0,0,0,0
"66",1,"2","16",1,2,1,"0","0",0.1990778,0.624416768,0.390680702,0.499538162,516,"0",2,FALSE,FALSE,TRUE,FALSE,FALSE,0.1990778,0.624416768,0,0.425338968,0.1990778,0.624416768,1,0,0,0,0
"67",1,"2","17",4,3,4,"0","1",0.15,0.584623601,0.368970152,0.501779212,444,"0",3,FALSE,FALSE,TRUE,FALSE,FALSE,0.501779212,0.368970152,1,0.13280906,0.501779212,0.368970152,0,1,0.0025,0,0
"68",1,"2","18",2,4,4,"1","0",0.154505329,0.549768795,0.364360177,0.444644815,442,"1",2,TRUE,FALSE,FALSE,TRUE,FALSE,0.444644815,0.549768795,0,0.10512398,0.549768795,0.444644815,0,1,0,0,0
"69",1,"2","19",3,2,2,"1","0",0.20971304,0.501743755,0.30563429,0.41071651,629,"0",3,FALSE,TRUE,TRUE,FALSE,TRUE,0.501743755,0.30563429,1,0.196109465,0.30563429,0.501743755,1,1,0,0,0
"70",1,"2","20",2,4,4,"1","0",0.248624145,0.463638119,0.304244594,0.412544239,1014,"0",2,TRUE,FALSE,TRUE,FALSE,FALSE,0.412544239,0.463638119,0,0.05109388,0.463638119,0.412544239,0,0,0,0,0
"71",1,"2","21",4,1,4,"0","1",0.243429274,0.572912292,0.231771321,0.404462135,991,"0",1,TRUE,FALSE,FALSE,TRUE,FALSE,0.404462135,0.243429274,1,0.161032861,0.404462135,0.243429274,0,0,0.0025,0,0
"72",1,"2","22",3,1,3,"0","0",0.222942467,0.521565163,0.189074154,0.394042659,946,"1",1,FALSE,TRUE,TRUE,FALSE,FALSE,0.189074154,0.222942467,0,0.033868313,0.189074154,0.222942467,1,0,0,0,0
"73",1,"2","23",2,1,1,"1","0",0.25854102,0.483212291,0.232423255,0.427578923,414,"0",2,FALSE,TRUE,FALSE,FALSE,TRUE,0.25854102,0.483212291,0,0.224671271,0.483212291,0.25854102,0,1,0,0,0
"74",1,"2","24",2,1,2,"0","0",0.32771788,0.416664343,0.167898662,0.414173854,620,"0",1,TRUE,TRUE,FALSE,FALSE,TRUE,0.416664343,0.32771788,1,0.088946463,0.416664343,0.32771788,0,0,0,0,0
"75",1,"2","25",3,4,4,"1","1",0.346910101,0.406414638,0.223806442,0.432006777,449,"0",3,FALSE,FALSE,FALSE,FALSE,FALSE,0.432006777,0.223806442,1,0.208200335,0.223806442,0.432006777,1,0,0.0025,0,0
"76",1,"2","26",4,3,4,"0","0",0.363247772,0.424988911,0.15,0.409534504,605,"1",3,TRUE,TRUE,FALSE,TRUE,FALSE,0.409534504,0.15,1,0.259534504,0.409534504,0.15,0,0,0,0,0
"77",1,"2","27",1,2,2,"1","0",0.412600622,0.423891952,0.160403157,0.383596933,1447,"0",1,FALSE,FALSE,FALSE,FALSE,FALSE,0.423891952,0.412600622,1,0.01129133,0.412600622,0.423891952,1,0,0,0,0
"78",1,"2","28",1,2,2,"1","1",0.394723848,0.477917326,0.15,0.366896641,639,"0",1,TRUE,TRUE,TRUE,TRUE,FALSE,0.477917326,0.394723848,1,0.083193478,0.394723848,0.477917326,1,1,0.0025,0,0
"79",1,"2","29",3,1,3,"0","0",0.379588708,0.499917072,0.15,0.455084108,664,"1",1,FALSE,TRUE,FALSE,FALSE,FALSE,0.15,0.379588708,0,0.229588708,0.15,0.379588708,1,1,0,0,0
"80",1,"2","30",1,4,4,"1","0",0.39092306,0.527574737,0.199845574,0.475709276,443,"0",1,FALSE,TRUE,FALSE,FALSE,FALSE,0.475709276,0.39092306,1,0.084786216,0.39092306,0.475709276,1,0,0,0,0
"81",1,"2","31",1,4,4,"1","0",0.37934023,0.55610902,0.252707012,0.523782927,439,"0",1,TRUE,TRUE,TRUE,TRUE,FALSE,0.523782927,0.37934023,1,0.144442697,0.37934023,0.523782927,1,1,0,0,0
"82",1,"2","32",4,1,1,"1","0",0.422537053,0.542712218,0.240813444,0.467327472,748,"0",4,TRUE,TRUE,TRUE,FALSE,TRUE,0.422537053,0.467327472,0,0.044790419,0.467327472,0.422537053,0,0,0,0,0
"83",1,"2","33",1,3,3,"1","0",0.42854826,0.558499434,0.31536487,0.456414917,577,"0",1,TRUE,FALSE,TRUE,FALSE,FALSE,0.31536487,0.42854826,0,0.11318339,0.42854826,0.31536487,0,0,0,0,0
"84",1,"2","34",1,4,4,"1","1",0.414645187,0.630558855,0.238292789,0.399816399,656,"0",1,FALSE,TRUE,TRUE,FALSE,FALSE,0.399816399,0.414645187,0,0.014828788,0.414645187,0.399816399,0,0,0.0025,0,0
"85",1,"2","35",2,3,2,"0","1",0.411459023,0.630067304,0.158989637,0.404586093,1066,"1",3,FALSE,FALSE,FALSE,FALSE,FALSE,0.630067304,0.158989637,1,0.471077667,0.630067304,0.158989637,0,0,0.0025,0,0
"86",1,"2","36",2,3,2,"0","1",0.357681821,0.633714377,0.160086403,0.419517324,393,"1",3,TRUE,TRUE,TRUE,TRUE,FALSE,0.633714377,0.160086403,1,0.473627974,0.633714377,0.160086403,0,1,0.0025,0,0
"87",1,"2","37",2,4,2,"0","1",0.319182052,0.66237771,0.157452045,0.426407739,438,"1",4,TRUE,FALSE,TRUE,TRUE,FALSE,0.66237771,0.426407739,1,0.235969971,0.66237771,0.426407739,0,1,0.0025,0,0
"88",1,"2","38",2,4,2,"0","0",0.271389827,0.642321058,0.176706854,0.408329963,573,"1",4,TRUE,TRUE,TRUE,TRUE,FALSE,0.642321058,0.408329963,1,0.233991095,0.642321058,0.408329963,0,1,0,0,0
"89",1,"2","39",3,4,4,"1","0",0.331717046,0.598826994,0.163972711,0.442421569,538,"0",3,FALSE,TRUE,FALSE,FALSE,TRUE,0.442421569,0.163972711,1,0.278448858,0.163972711,0.442421569,1,0,0,0,0
"90",1,"2","40",2,4,2,"0","0",0.337330719,0.537534203,0.156086284,0.439231949,1448,"0",4,TRUE,FALSE,FALSE,FALSE,FALSE,0.537534203,0.439231949,1,0.098302254,0.537534203,0.439231949,0,0,0,0,0
"91",1,"2","41",3,4,4,"1","0",0.360532922,0.541353187,0.15,0.422045599,1024,"0",3,FALSE,TRUE,FALSE,FALSE,TRUE,0.422045599,0.15,1,0.272045599,0.15,0.422045599,1,0,0,0,0
"92",1,"2","42",3,4,3,"0","0",0.40079545,0.565797459,0.15,0.398831425,668,"0",4,TRUE,TRUE,FALSE,FALSE,TRUE,0.15,0.398831425,0,0.248831425,0.15,0.398831425,1,1,0,0,0
"93",1,"2","43",3,4,3,"0","0",0.4120548,0.625624932,0.15,0.445303813,723,"0",4,TRUE,TRUE,TRUE,TRUE,FALSE,0.15,0.445303813,0,0.295303813,0.15,0.445303813,1,0,0,0,0
"94",1,"2","44",2,3,2,"0","1",0.419174746,0.673666597,0.15,0.442015842,1088,"0",3,TRUE,FALSE,TRUE,FALSE,FALSE,0.673666597,0.15,1,0.523666597,0.673666597,0.15,0,1,0.0025,0,0
"95",1,"2","45",3,2,2,"1","1",0.49439884,0.709709244,0.15,0.391095483,719,"1",3,TRUE,TRUE,FALSE,TRUE,FALSE,0.709709244,0.15,1,0.559709244,0.15,0.709709244,1,0,0.0025,0,0
"96",1,"2","46",1,4,1,"0","0",0.445138221,0.732720996,0.15,0.39784058,1352,"1",4,FALSE,FALSE,FALSE,FALSE,FALSE,0.445138221,0.39784058,1,0.047297641,0.445138221,0.39784058,0,0,0,0,0
"97",1,"2","47",3,2,2,"1","0",0.462633019,0.63950116,0.163664995,0.324718947,1180,"0",3,FALSE,FALSE,FALSE,FALSE,FALSE,0.63950116,0.163664995,1,0.475836165,0.163664995,0.63950116,1,0,0,0,0
"98",1,"2","48",4,3,4,"0","0",0.472754153,0.653624258,0.191478745,0.306483515,728,"0",3,FALSE,TRUE,FALSE,FALSE,FALSE,0.306483515,0.191478745,1,0.11500477,0.306483515,0.191478745,0,0,0,0,0
"99",1,"2","49",3,1,3,"0","0",0.446989894,0.59332484,0.179692284,0.337784885,637,"0",1,FALSE,TRUE,TRUE,FALSE,TRUE,0.179692284,0.446989894,0,0.26729761,0.179692284,0.446989894,1,0,0,0,0
"100",1,"2","50",3,4,3,"0","0",0.450821354,0.584050675,0.15,0.36036193,639,"0",4,TRUE,FALSE,TRUE,TRUE,FALSE,0.15,0.36036193,0,0.21036193,0.15,0.36036193,1,0,0,0,0
"101",1,"3","1",3,4,3,"0","1",0.157020842,0.619709433,0.455624574,0.57748884,918,"0",4,TRUE,TRUE,TRUE,TRUE,FALSE,0.455624574,0.57748884,0,0.121864266,0.455624574,0.57748884,1,0,0.0025,0,0
"102",1,"3","2",4,3,3,"1","1",0.15,0.638847416,0.447060403,0.547476684,430,"1",4,TRUE,TRUE,FALSE,TRUE,FALSE,0.447060403,0.547476684,0,0.100416281,0.547476684,0.447060403,0,1,0.0025,0,0
"103",1,"3","3",3,2,3,"0","1",0.15,0.673558252,0.464653849,0.564055839,560,"1",2,TRUE,FALSE,FALSE,TRUE,FALSE,0.464653849,0.673558252,0,0.208904403,0.464653849,0.673558252,1,1,0.0025,0,0
"104",1,"3","4",2,4,4,"1","0",0.156040006,0.650024264,0.468050463,0.533591457,899,"1",2,FALSE,TRUE,FALSE,FALSE,FALSE,0.533591457,0.650024264,0,0.116432807,0.650024264,0.533591457,0,1,0,0,0
"105",1,"3","5",3,4,3,"0","1",0.15,0.609580707,0.479689254,0.548975462,754,"0",4,TRUE,FALSE,FALSE,FALSE,FALSE,0.479689254,0.548975462,0,0.069286208,0.479689254,0.548975462,1,1,0.0025,0,0
"106",1,"3","6",2,1,2,"0","0",0.15,0.643928684,0.489298433,0.530164744,829,"1",1,FALSE,FALSE,TRUE,FALSE,FALSE,0.643928684,0.15,1,0.493928684,0.643928684,0.15,0,1,0,0,0
"107",1,"3","7",2,1,1,"1","0",0.15,0.632410914,0.49896292,0.449644452,607,"0",2,TRUE,TRUE,FALSE,FALSE,TRUE,0.15,0.632410914,0,0.482410914,0.632410914,0.15,0,1,0,0,0
"108",1,"3","8",2,1,1,"1","0",0.15,0.660272086,0.503229792,0.400668363,727,"0",2,TRUE,TRUE,TRUE,TRUE,FALSE,0.15,0.660272086,0,0.510272086,0.660272086,0.15,0,0,0,0,0
"109",1,"3","9",2,3,3,"1","1",0.15,0.654805088,0.426905337,0.363860908,445,"0",2,FALSE,TRUE,TRUE,FALSE,FALSE,0.426905337,0.654805088,0,0.227899751,0.654805088,0.426905337,0,0,0.0025,0,0
"110",1,"3","10",2,3,3,"1","1",0.195488406,0.654415047,0.43950215,0.384457003,453,"1",2,TRUE,TRUE,TRUE,TRUE,FALSE,0.43950215,0.654415047,0,0.214912897,0.654415047,0.43950215,0,0,0.0025,0,0
"111",1,"3","11",2,1,1,"1","1",0.238761738,0.651459173,0.424029653,0.381435283,1043,"1",2,FALSE,TRUE,TRUE,FALSE,FALSE,0.238761738,0.651459173,0,0.412697435,0.651459173,0.238761738,0,0,0.0025,0,0
"112",1,"3","12",2,1,1,"1","0",0.208685625,0.622871469,0.373946687,0.395809752,651,"1",2,TRUE,TRUE,TRUE,TRUE,FALSE,0.208685625,0.622871469,0,0.414185844,0.622871469,0.208685625,0,0,0,0,0
"113",1,"3","13",3,4,3,"0","1",0.176161325,0.621873043,0.309792793,0.418116153,602,"0",4,FALSE,FALSE,FALSE,FALSE,FALSE,0.309792793,0.418116153,0,0.10832336,0.309792793,0.418116153,1,1,0.0025,0,0
"114",1,"3","14",2,3,3,"1","0",0.189415947,0.64873017,0.299386806,0.444540894,405,"1",2,TRUE,FALSE,FALSE,TRUE,FALSE,0.299386806,0.64873017,0,0.349343364,0.64873017,0.299386806,0,1,0,0,0
