"","subject","block","trial","card_left","card_right","ch_card","ch_key","reward","prob1","prob2","prob3","prob4","rt","reward_oneback","unch_card","reoffer_ch","reoffer_unch","stay_key","stay_card","stay_unch_card","prob_ch","prob_unch","accuracy","delta_exp_value","prob_left","prob_right","better_loc","prev_loc_better","bonus","number_inattention","instructions_mistakes"
"6692",34,"2","42",1,2,1,"0","0",0.40079545,0.565797459,0.15,0.398831425,569,"0",2,FALSE,TRUE,FALSE,FALSE,TRUE,0.40079545,0.565797459,0,0.165002009,0.40079545,0.565797459,1,1,0,0,1
"6693",34,"2","43",1,4,4,"1","1",0.4120548,0.625624932,0.15,0.445303813,378,"0",1,TRUE,FALSE,FALSE,FALSE,FALSE,0.445303813,0.4120548,1,0.033249013,0.4120548,0.445303813,1,0,0.0025,0,1
"6694",34,"2","44",4,1,4,"0","1",0.419174746,0.673666597,0.15,0.442015842,580,"1",1,TRUE,TRUE,FALSE,TRUE,FALSE,0.442015842,0.419174746,1,0.022841096,0.442015842,0.419174746,0,0,0.0025,0,1
"6695",34,"2","45",3,4,4,"1","0",0.49439884,0.709709244,0.15,0.391095483,386,"1",3,TRUE,FALSE,FALSE,TRUE,FALSE,0.391095483,0.15,1,0.241095483,0.15,0.391095483,1,0,0,0,1
"6696",34,"2","46",4,2,4,"0","1",0.445138221,0.732720996,0.15,0.39784058,380,"0",2,TRUE,FALSE,FALSE,TRUE,FALSE,0.39784058,0.732720996,0,0.334880416,0.39784058,0.732720996,1,1,0.0025,0,1
"6697",34,"2","47",3,4,3,"0","0",0.462633019,0.63950116,0.163664995,0.324718947,53,"1",4,TRUE,FALSE,TRUE,FALSE,FALSE,0.163664995,0.324718947,0,0.161053952,0.163664995,0.324718947,1,0,0,0,1
"6698",34,"2","48",2,3,3,"1","1",0.472754153,0.653624258,0.191478745,0.306483515,326,"0",2,TRUE,FALSE,FALSE,TRUE,FALSE,0.191478745,0.653624258,0,0.462145513,0.653624258,0.191478745,0,1,0.0025,0,1
"6699",34,"2","49",4,3,4,"0","0",0.446989894,0.59332484,0.179692284,0.337784885,552,"1",3,TRUE,FALSE,FALSE,FALSE,FALSE,0.337784885,0.179692284,1,0.158092601,0.337784885,0.179692284,0,0,0,0,1
"6700",34,"2","50",1,3,1,"0","0",0.450821354,0.584050675,0.15,0.36036193,23,"0",3,FALSE,TRUE,TRUE,FALSE,FALSE,0.450821354,0.15,1,0.300821354,0.450821354,0.15,0,1,0,0,1
"6701",34,"3","1",1,2,1,"0","0",0.157020842,0.619709433,0.455624574,0.57748884,307,"0",2,TRUE,FALSE,TRUE,TRUE,FALSE,0.157020842,0.619709433,0,0.462688591,0.157020842,0.619709433,1,0,0,0,1
"6702",34,"3","2",3,4,4,"1","1",0.15,0.638847416,0.447060403,0.547476684,337,"0",3,FALSE,FALSE,FALSE,FALSE,FALSE,0.547476684,0.447060403,1,0.100416281,0.447060403,0.547476684,1,0,0.0025,0,1
"6703",34,"3","3",1,2,1,"0","0",0.15,0.673558252,0.464653849,0.564055839,298,"1",2,FALSE,FALSE,FALSE,FALSE,FALSE,0.15,0.673558252,0,0.523558252,0.15,0.673558252,1,1,0,0,1
"6704",34,"3","4",3,4,3,"0","0",0.156040006,0.650024264,0.468050463,0.533591457,259,"0",4,FALSE,FALSE,TRUE,FALSE,FALSE,0.468050463,0.533591457,0,0.065540994,0.468050463,0.533591457,1,0,0,0,1
"6705",34,"3","5",3,2,3,"0","0",0.15,0.609580707,0.479689254,0.548975462,279,"0",2,TRUE,FALSE,TRUE,TRUE,FALSE,0.479689254,0.609580707,0,0.129891453,0.479689254,0.609580707,1,0,0,0,1
"6706",34,"3","6",4,1,4,"0","0",0.15,0.643928684,0.489298433,0.530164744,191,"0",1,FALSE,FALSE,TRUE,FALSE,FALSE,0.530164744,0.15,1,0.380164744,0.530164744,0.15,0,1,0,0,1
"6707",34,"3","7",1,4,4,"1","0",0.15,0.632410914,0.49896292,0.449644452,60,"0",1,TRUE,TRUE,FALSE,TRUE,FALSE,0.449644452,0.15,1,0.299644452,0.15,0.449644452,1,0,0,0,1
"6708",34,"3","8",1,3,1,"0","0",0.15,0.660272086,0.503229792,0.400668363,161,"0",3,FALSE,TRUE,FALSE,FALSE,TRUE,0.15,0.503229792,0,0.353229792,0.15,0.503229792,1,1,0,0,1
"6709",34,"3","9",3,1,1,"1","0",0.15,0.654805088,0.426905337,0.363860908,163,"0",3,TRUE,TRUE,FALSE,TRUE,FALSE,0.15,0.426905337,0,0.276905337,0.426905337,0.15,0,1,0,0,1
"6710",34,"3","10",2,1,1,"1","0",0.195488406,0.654415047,0.43950215,0.384457003,127,"0",2,TRUE,FALSE,TRUE,TRUE,FALSE,0.195488406,0.654415047,0,0.458926641,0.654415047,0.195488406,0,0,0,0,1
"6711",34,"3","11",4,3,4,"0","1",0.238761738,0.651459173,0.424029653,0.381435283,160,"0",3,FALSE,FALSE,FALSE,FALSE,FALSE,0.381435283,0.424029653,0,0.04259437,0.381435283,0.424029653,1,1,0.0025,0,1
"6712",34,"3","12",4,3,4,"0","0",0.208685625,0.622871469,0.373946687,0.395809752,170,"1",3,TRUE,TRUE,TRUE,TRUE,FALSE,0.395809752,0.373946687,1,0.021863065,0.395809752,0.373946687,0,1,0,0,1
"6713",34,"3","13",1,2,2,"1","1",0.176161325,0.621873043,0.309792793,0.418116153,187,"0",1,FALSE,FALSE,FALSE,FALSE,FALSE,0.621873043,0.176161325,1,0.445711718,0.176161325,0.621873043,1,0,0.0025,0,1
"6714",34,"3","14",3,1,3,"0","0",0.189415947,0.64873017,0.299386806,0.444540894,954,"1",1,FALSE,TRUE,FALSE,FALSE,FALSE,0.299386806,0.189415947,1,0.109970859,0.299386806,0.189415947,0,0,0,0,1
"6715",34,"3","15",1,3,1,"0","1",0.179116023,0.614258789,0.330861332,0.461018357,231,"0",3,TRUE,TRUE,TRUE,FALSE,TRUE,0.179116023,0.330861332,0,0.151745309,0.179116023,0.330861332,1,0,0.0025,0,1
"6716",34,"3","16",4,2,4,"0","1",0.1990778,0.624416768,0.390680702,0.499538162,269,"1",2,FALSE,FALSE,TRUE,FALSE,FALSE,0.499538162,0.624416768,0,0.124878606,0.499538162,0.624416768,1,0,0.0025,0,1
"6717",34,"3","17",2,3,3,"1","1",0.15,0.584623601,0.368970152,0.501779212,449,"1",2,FALSE,TRUE,FALSE,FALSE,FALSE,0.368970152,0.584623601,0,0.215653449,0.584623601,0.368970152,0,1,0.0025,0,1
"6718",34,"3","18",2,1,1,"1","1",0.154505329,0.549768795,0.364360177,0.444644815,338,"1",2,FALSE,TRUE,TRUE,FALSE,FALSE,0.154505329,0.549768795,0,0.395263466,0.549768795,0.154505329,0,0,0.0025,0,1
"6719",34,"3","19",4,1,4,"0","0",0.20971304,0.501743755,0.30563429,0.41071651,510,"1",1,TRUE,FALSE,FALSE,FALSE,FALSE,0.41071651,0.20971304,1,0.20100347,0.41071651,0.20971304,0,0,0,0,1
"6720",34,"3","20",2,1,1,"1","0",0.248624145,0.463638119,0.304244594,0.412544239,1047,"0",2,FALSE,TRUE,FALSE,FALSE,TRUE,0.248624145,0.463638119,0,0.215013974,0.463638119,0.248624145,0,1,0,0,1
"6721",34,"3","21",1,2,2,"1","1",0.243429274,0.572912292,0.231771321,0.404462135,374,"0",1,TRUE,TRUE,TRUE,FALSE,TRUE,0.572912292,0.243429274,1,0.329483018,0.243429274,0.572912292,1,1,0.0025,0,1
"6722",34,"3","22",1,4,4,"1","1",0.222942467,0.521565163,0.189074154,0.394042659,20,"1",1,FALSE,TRUE,TRUE,FALSE,FALSE,0.394042659,0.222942467,1,0.171100192,0.222942467,0.394042659,1,1,0.0025,0,1
"6723",34,"3","23",2,4,2,"0","1",0.25854102,0.483212291,0.232423255,0.427578923,252,"1",4,TRUE,FALSE,FALSE,FALSE,FALSE,0.483212291,0.427578923,1,0.055633368,0.483212291,0.427578923,0,0,0.0025,0,1
"6724",34,"3","24",3,4,4,"1","0",0.32771788,0.416664343,0.167898662,0.414173854,213,"1",3,FALSE,TRUE,FALSE,FALSE,TRUE,0.414173854,0.167898662,1,0.246275192,0.167898662,0.414173854,1,0,0,0,1
"6725",34,"3","25",2,4,2,"0","0",0.346910101,0.406414638,0.223806442,0.432006777,202,"0",4,TRUE,FALSE,FALSE,FALSE,FALSE,0.406414638,0.432006777,0,0.025592139,0.406414638,0.432006777,1,1,0,0,1
"6726",34,"3","26",1,4,4,"1","0",0.363247772,0.424988911,0.15,0.409534504,203,"0",1,FALSE,TRUE,FALSE,FALSE,TRUE,0.409534504,0.363247772,1,0.046286732,0.363247772,0.409534504,1,0,0,0,1
"6727",34,"3","27",2,1,2,"0","1",0.412600622,0.423891952,0.160403157,0.383596933,366,"0",1,FALSE,TRUE,FALSE,FALSE,FALSE,0.423891952,0.412600622,1,0.01129133,0.423891952,0.412600622,0,0,0.0025,0,1
"6728",34,"3","28",2,4,4,"1","0",0.394723848,0.477917326,0.15,0.366896641,285,"1",2,TRUE,FALSE,FALSE,FALSE,FALSE,0.366896641,0.477917326,0,0.111020685,0.477917326,0.366896641,0,1,0,0,1
"6729",34,"3","29",4,1,4,"0","1",0.379588708,0.499917072,0.15,0.455084108,245,"0",1,TRUE,FALSE,FALSE,TRUE,FALSE,0.455084108,0.379588708,1,0.0754954,0.455084108,0.379588708,0,0,0.0025,0,1
"6730",34,"3","30",3,4,4,"1","1",0.39092306,0.527574737,0.199845574,0.475709276,142,"1",3,TRUE,FALSE,FALSE,TRUE,FALSE,0.475709276,0.199845574,1,0.275863702,0.199845574,0.475709276,1,0,0.0025,0,1
"6731",34,"3","31",2,3,3,"1","0",0.37934023,0.55610902,0.252707012,0.523782927,376,"1",2,FALSE,TRUE,TRUE,FALSE,TRUE,0.252707012,0.55610902,0,0.303402008,0.55610902,0.252707012,0,0,0,0,1
"6732",34,"3","32",2,4,2,"0","1",0.422537053,0.542712218,0.240813444,0.467327472,16,"0",4,FALSE,TRUE,FALSE,FALSE,TRUE,0.542712218,0.467327472,1,0.075384746,0.542712218,0.467327472,0,0,0.0025,0,1
"6733",34,"3","33",3,2,2,"1","0",0.42854826,0.558499434,0.31536487,0.456414917,379,"1",3,TRUE,FALSE,FALSE,TRUE,FALSE,0.558499434,0.31536487,1,0.243134564,0.31536487,0.558499434,1,0,0,0,1
"6734",34,"3","34",4,1,4,"0","0",0.414645187,0.630558855,0.238292789,0.399816399,95,"0",1,FALSE,FALSE,FALSE,FALSE,FALSE,0.399816399,0.414645187,0,0.014828788,0.399816399,0.414645187,1,1,0,0,1
"6735",34,"3","35",2,1,2,"0","1",0.411459023,0.630067304,0.158989637,0.404586093,266,"0",1,FALSE,TRUE,TRUE,FALSE,FALSE,0.630067304,0.411459023,1,0.218608281,0.630067304,0.411459023,0,1,0.0025,0,1
"6736",34,"3","36",2,4,4,"1","1",0.357681821,0.633714377,0.160086403,0.419517324,222,"1",2,TRUE,FALSE,FALSE,FALSE,FALSE,0.419517324,0.633714377,0,0.214197053,0.633714377,0.419517324,0,1,0.0025,0,1
"6737",34,"3","37",3,1,3,"0","0",0.319182052,0.66237771,0.157452045,0.426407739,58,"1",1,FALSE,FALSE,FALSE,FALSE,FALSE,0.157452045,0.319182052,0,0.161730007,0.157452045,0.319182052,1,1,0,0,1
"6738",34,"3","38",2,3,2,"0","0",0.271389827,0.642321058,0.176706854,0.408329963,297,"0",3,TRUE,FALSE,TRUE,FALSE,FALSE,0.642321058,0.176706854,1,0.465614204,0.642321058,0.176706854,0,1,0,0,1
"6739",34,"3","39",4,2,4,"0","0",0.331717046,0.598826994,0.163972711,0.442421569,56,"0",2,TRUE,FALSE,TRUE,FALSE,FALSE,0.442421569,0.598826994,0,0.156405425,0.442421569,0.598826994,1,0,0,0,1
"6740",34,"3","40",2,1,2,"0","1",0.337330719,0.537534203,0.156086284,0.439231949,393,"0",1,FALSE,TRUE,TRUE,FALSE,TRUE,0.537534203,0.337330719,1,0.200203484,0.537534203,0.337330719,0,1,0.0025,0,1
"6741",34,"3","41",3,1,1,"1","1",0.360532922,0.541353187,0.15,0.422045599,276,"1",3,FALSE,TRUE,FALSE,FALSE,TRUE,0.360532922,0.15,1,0.210532922,0.15,0.360532922,1,0,0.0025,0,1
"6742",34,"3","42",1,4,4,"1","1",0.40079545,0.565797459,0.15,0.398831425,250,"1",1,TRUE,FALSE,TRUE,FALSE,FALSE,0.398831425,0.40079545,0,0.00196402499999998,0.40079545,0.398831425,0,0,0.0025,0,1
"6743",34,"3","43",4,2,2,"1","1",0.4120548,0.625624932,0.15,0.445303813,496,"1",4,TRUE,FALSE,TRUE,FALSE,FALSE,0.625624932,0.445303813,1,0.180321119,0.445303813,0.625624932,1,1,0.0025,0,1
"6744",34,"3","44",4,2,2,"1","1",0.419174746,0.673666597,0.15,0.442015842,300,"1",4,TRUE,TRUE,TRUE,TRUE,FALSE,0.673666597,0.442015842,1,0.231650755,0.442015842,0.673666597,1,1,0.0025,0,1
"6745",34,"3","45",4,2,2,"1","1",0.49439884,0.709709244,0.15,0.391095483,260,"1",4,TRUE,TRUE,TRUE,TRUE,FALSE,0.709709244,0.391095483,1,0.318613761,0.391095483,0.709709244,1,1,0.0025,0,1
"6746",34,"3","46",4,2,2,"1","1",0.445138221,0.732720996,0.15,0.39784058,260,"1",4,TRUE,TRUE,TRUE,TRUE,FALSE,0.732720996,0.39784058,1,0.334880416,0.39784058,0.732720996,1,1,0.0025,0,1
"6747",34,"3","47",3,4,3,"0","1",0.462633019,0.63950116,0.163664995,0.324718947,787,"1",4,FALSE,TRUE,FALSE,FALSE,FALSE,0.163664995,0.324718947,0,0.161053952,0.163664995,0.324718947,1,1,0.0025,0,1
"6748",34,"3","48",1,2,2,"1","1",0.472754153,0.653624258,0.191478745,0.306483515,420,"1",1,FALSE,FALSE,FALSE,FALSE,FALSE,0.653624258,0.472754153,1,0.180870105,0.472754153,0.653624258,1,0,0.0025,0,1
"6749",34,"3","49",3,2,2,"1","0",0.446989894,0.59332484,0.179692284,0.337784885,483,"1",3,TRUE,FALSE,TRUE,TRUE,FALSE,0.59332484,0.179692284,1,0.413632556,0.179692284,0.59332484,1,1,0,0,1
"6750",34,"3","50",4,2,4,"0","1",0.450821354,0.584050675,0.15,0.36036193,12,"0",2,TRUE,FALSE,FALSE,FALSE,FALSE,0.36036193,0.584050675,0,0.223688745,0.36036193,0.584050675,1,1,0.0025,0,1
"6751",34,"4","1",2,1,1,"1","1",0.157020842,0.619709433,0.455624574,0.57748884,333,"1",2,FALSE,TRUE,FALSE,FALSE,FALSE,0.157020842,0.619709433,0,0.462688591,0.619709433,0.157020842,0,1,0.0025,0,1
"6752",34,"4","2",1,2,2,"1","1",0.15,0.638847416,0.447060403,0.547476684,207,"1",1,TRUE,TRUE,TRUE,FALSE,TRUE,0.638847416,0.15,1,0.488847416,0.15,0.638847416,1,1,0.0025,0,1
"6753",34,"4","3",1,3,3,"1","0",0.15,0.673558252,0.464653849,0.564055839,5,"1",1,FALSE,TRUE,TRUE,FALSE,FALSE,0.464653849,0.15,1,0.314653849,0.15,0.464653849,1,1,0,0,1
"6754",34,"4","4",1,3,1,"0","1",0.156040006,0.650024264,0.468050463,0.533591457,359,"0",3,TRUE,TRUE,FALSE,FALSE,TRUE,0.156040006,0.468050463,0,0.312010457,0.156040006,0.468050463,1,1,0.0025,0,1
"6755",34,"4","5",2,4,2,"0","0",0.15,0.609580707,0.479689254,0.548975462,224,"1",4,FALSE,FALSE,TRUE,FALSE,FALSE,0.609580707,0.548975462,1,0.060605245,0.609580707,0.548975462,0,1,0,0,1
"6756",34,"4","6",1,3,3,"1","1",0.15,0.643928684,0.489298433,0.530164744,567,"0",1,FALSE,FALSE,FALSE,FALSE,FALSE,0.489298433,0.15,1,0.339298433,0.15,0.489298433,1,0,0.0025,0,1
"6757",34,"4","7",2,1,2,"0","0",0.15,0.632410914,0.49896292,0.449644452,195,"1",1,FALSE,TRUE,FALSE,FALSE,FALSE,0.632410914,0.15,1,0.482410914,0.632410914,0.15,0,0,0,0,1
"6758",34,"4","8",4,2,2,"1","0",0.15,0.660272086,0.503229792,0.400668363,242,"0",4,TRUE,FALSE,FALSE,TRUE,FALSE,0.660272086,0.400668363,1,0.259603723,0.400668363,0.660272086,1,0,0,0,1
"6759",34,"4","9",2,3,2,"0","1",0.15,0.654805088,0.426905337,0.363860908,386,"0",3,TRUE,FALSE,FALSE,TRUE,FALSE,0.654805088,0.426905337,1,0.227899751,0.654805088,0.426905337,0,0,0.0025,0,1
"6760",34,"4","10",2,3,3,"1","1",0.195488406,0.654415047,0.43950215,0.384457003,346,"1",2,TRUE,TRUE,FALSE,FALSE,TRUE,0.43950215,0.654415047,0,0.214912897,0.654415047,0.43950215,0,1,0.0025,0,1
"6761",34,"4","11",3,4,3,"0","1",0.238761738,0.651459173,0.424029653,0.381435283,73,"1",4,TRUE,FALSE,FALSE,TRUE,FALSE,0.424029653,0.381435283,1,0.04259437,0.424029653,0.381435283,0,0,0.0025,0,1
"6762",34,"4","12",3,1,1,"1","0",0.208685625,0.622871469,0.373946687,0.395809752,295,"1",3,TRUE,FALSE,FALSE,FALSE,FALSE,0.208685625,0.373946687,0,0.165261062,0.373946687,0.208685625,0,1,0,0,1
"6763",34,"4","13",3,2,3,"0","0",0.176161325,0.621873043,0.309792793,0.418116153,172,"0",2,FALSE,TRUE,FALSE,FALSE,TRUE,0.309792793,0.621873043,0,0.31208025,0.309792793,0.621873043,1,1,0,0,1
"6764",34,"4","14",4,2,4,"0","1",0.189415947,0.64873017,0.299386806,0.444540894,879,"0",2,FALSE,TRUE,TRUE,FALSE,FALSE,0.444540894,0.64873017,0,0.204189276,0.444540894,0.64873017,1,0,0.0025,0,1
"6765",34,"4","15",2,1,2,"0","1",0.179116023,0.614258789,0.330861332,0.461018357,492,"1",1,FALSE,TRUE,TRUE,FALSE,TRUE,0.614258789,0.179116023,1,0.435142766,0.614258789,0.179116023,0,1,0.0025,0,1
"6766",34,"4","16",3,2,3,"0","1",0.1990778,0.624416768,0.390680702,0.499538162,58,"1",2,TRUE,FALSE,TRUE,FALSE,FALSE,0.390680702,0.624416768,0,0.233736066,0.390680702,0.624416768,1,0,0.0025,0,1
"6767",34,"4","17",2,1,1,"1","0",0.15,0.584623601,0.368970152,0.501779212,281,"1",2,FALSE,TRUE,FALSE,FALSE,FALSE,0.15,0.584623601,0,0.434623601,0.584623601,0.15,0,1,0,0,1
"6768",34,"4","18",1,4,1,"0","0",0.154505329,0.549768795,0.364360177,0.444644815,488,"0",4,TRUE,FALSE,FALSE,TRUE,FALSE,0.154505329,0.444644815,0,0.290139486,0.154505329,0.444644815,1,1,0,0,1
"6769",34,"4","19",2,1,2,"0","1",0.20971304,0.501743755,0.30563429,0.41071651,364,"0",1,TRUE,FALSE,TRUE,FALSE,FALSE,0.501743755,0.20971304,1,0.292030715,0.501743755,0.20971304,0,1,0.0025,0,1
"6770",34,"4","20",4,1,4,"0","1",0.248624145,0.463638119,0.304244594,0.412544239,230,"1",1,FALSE,TRUE,TRUE,FALSE,FALSE,0.412544239,0.248624145,1,0.163920094,0.412544239,0.248624145,0,1,0.0025,0,1
"6771",34,"4","21",4,2,4,"0","1",0.243429274,0.572912292,0.231771321,0.404462135,128,"1",2,TRUE,FALSE,TRUE,TRUE,FALSE,0.404462135,0.572912292,0,0.168450157,0.404462135,0.572912292,1,0,0.0025,0,1
"6772",34,"4","22",2,4,4,"1","1",0.222942467,0.521565163,0.189074154,0.394042659,258,"1",2,TRUE,TRUE,FALSE,TRUE,FALSE,0.394042659,0.521565163,0,0.127522504,0.521565163,0.394042659,0,1,0.0025,0,1
"6773",34,"4","23",2,4,4,"1","1",0.25854102,0.483212291,0.232423255,0.427578923,268,"1",2,TRUE,TRUE,TRUE,TRUE,FALSE,0.427578923,0.483212291,0,0.055633368,0.483212291,0.427578923,0,0,0.0025,0,1
"6774",34,"4","24",3,2,2,"1","0",0.32771788,0.416664343,0.167898662,0.414173854,228,"1",3,FALSE,TRUE,TRUE,FALSE,TRUE,0.416664343,0.167898662,1,0.248765681,0.167898662,0.416664343,1,1,0,0,1
"6775",34,"4","25",2,1,2,"0","0",0.346910101,0.406414638,0.223806442,0.432006777,29,"0",1,TRUE,FALSE,FALSE,TRUE,FALSE,0.406414638,0.346910101,1,0.059504537,0.406414638,0.346910101,0,0,0,0,1
"6776",34,"4","26",1,3,3,"1","0",0.363247772,0.424988911,0.15,0.409534504,11,"0",1,FALSE,TRUE,FALSE,FALSE,FALSE,0.15,0.363247772,0,0.213247772,0.363247772,0.15,0,1,0,0,1
"6777",34,"4","27",1,4,1,"0","0",0.412600622,0.423891952,0.160403157,0.383596933,254,"0",4,FALSE,TRUE,FALSE,FALSE,TRUE,0.412600622,0.383596933,1,0.029003689,0.412600622,0.383596933,0,0,0,0,1
"6778",34,"4","28",3,1,1,"1","0",0.394723848,0.477917326,0.15,0.366896641,344,"0",3,TRUE,FALSE,FALSE,TRUE,FALSE,0.394723848,0.15,1,0.244723848,0.15,0.394723848,1,0,0,0,1
"6779",34,"4","29",1,2,2,"1","1",0.379588708,0.499917072,0.15,0.455084108,66,"0",1,TRUE,FALSE,TRUE,FALSE,FALSE,0.499917072,0.379588708,1,0.120328364,0.379588708,0.499917072,1,1,0.0025,0,1
"6780",34,"4","30",4,3,3,"1","0",0.39092306,0.527574737,0.199845574,0.475709276,58,"1",4,FALSE,FALSE,TRUE,FALSE,FALSE,0.199845574,0.475709276,0,0.275863702,0.475709276,0.199845574,0,0,0,0,1
"6781",34,"4","31",4,2,4,"0","0",0.37934023,0.55610902,0.252707012,0.523782927,32,"0",2,FALSE,TRUE,FALSE,FALSE,TRUE,0.523782927,0.55610902,0,0.032326093,0.523782927,0.55610902,1,1,0,0,1
"6782",34,"4","32",4,1,4,"0","0",0.422537053,0.542712218,0.240813444,0.467327472,410,"0",1,TRUE,FALSE,TRUE,TRUE,FALSE,0.467327472,0.422537053,1,0.044790419,0.467327472,0.422537053,0,1,0,0,1
"6783",34,"4","33",4,3,4,"0","1",0.42854826,0.558499434,0.31536487,0.456414917,457,"0",3,TRUE,FALSE,TRUE,TRUE,FALSE,0.456414917,0.31536487,1,0.141050047,0.456414917,0.31536487,0,1,0.0025,0,1
"6784",34,"4","34",1,2,1,"0","0",0.414645187,0.630558855,0.238292789,0.399816399,631,"1",2,FALSE,FALSE,TRUE,FALSE,FALSE,0.414645187,0.630558855,0,0.215913668,0.414645187,0.630558855,1,0,0,0,1
"6785",34,"4","35",4,3,3,"1","1",0.411459023,0.630067304,0.158989637,0.404586093,249,"0",4,FALSE,FALSE,FALSE,FALSE,FALSE,0.158989637,0.404586093,0,0.245596456,0.404586093,0.158989637,0,1,0.0025,0,1
"6786",34,"4","36",3,4,4,"1","0",0.357681821,0.633714377,0.160086403,0.419517324,278,"1",3,TRUE,TRUE,TRUE,FALSE,TRUE,0.419517324,0.160086403,1,0.259430921,0.160086403,0.419517324,1,1,0,0,1
"6787",34,"4","37",1,3,3,"1","0",0.319182052,0.66237771,0.157452045,0.426407739,460,"0",1,FALSE,TRUE,TRUE,FALSE,TRUE,0.157452045,0.319182052,0,0.161730007,0.319182052,0.157452045,0,0,0,0,1
"6788",34,"4","38",3,1,1,"1","0",0.271389827,0.642321058,0.176706854,0.408329963,493,"0",3,TRUE,TRUE,TRUE,FALSE,TRUE,0.271389827,0.176706854,1,0.094682973,0.176706854,0.271389827,1,1,0,0,1
"6789",34,"4","39",2,1,1,"1","1",0.331717046,0.598826994,0.163972711,0.442421569,453,"0",2,TRUE,FALSE,TRUE,TRUE,FALSE,0.331717046,0.598826994,0,0.267109948,0.598826994,0.331717046,0,0,0.0025,0,1
"6790",34,"4","40",3,4,4,"1","1",0.337330719,0.537534203,0.156086284,0.439231949,441,"1",3,FALSE,FALSE,TRUE,FALSE,FALSE,0.439231949,0.156086284,1,0.283145665,0.156086284,0.439231949,1,1,0.0025,0,1
"6791",34,"4","41",1,2,2,"1","0",0.360532922,0.541353187,0.15,0.422045599,189,"1",1,FALSE,FALSE,TRUE,FALSE,FALSE,0.541353187,0.360532922,1,0.180820265,0.360532922,0.541353187,1,1,0,0,1
"6792",34,"4","42",3,4,4,"1","0",0.40079545,0.565797459,0.15,0.398831425,123,"0",3,FALSE,FALSE,TRUE,FALSE,FALSE,0.398831425,0.15,1,0.248831425,0.15,0.398831425,1,1,0,0,1
"6793",34,"4","43",3,4,4,"1","1",0.4120548,0.625624932,0.15,0.445303813,238,"0",3,TRUE,TRUE,TRUE,TRUE,FALSE,0.445303813,0.15,1,0.295303813,0.15,0.445303813,1,1,0.0025,0,1
"6794",34,"4","44",2,3,2,"0","1",0.419174746,0.673666597,0.15,0.442015842,192,"1",3,FALSE,TRUE,FALSE,FALSE,FALSE,0.673666597,0.15,1,0.523666597,0.673666597,0.15,0,0,0.0025,0,1
"6795",34,"4","45",1,3,1,"0","0",0.49439884,0.709709244,0.15,0.391095483,234,"1",3,FALSE,TRUE,TRUE,FALSE,FALSE,0.49439884,0.15,1,0.34439884,0.49439884,0.15,0,1,0,0,1
"6796",34,"4","46",2,3,2,"0","1",0.445138221,0.732720996,0.15,0.39784058,262,"0",3,FALSE,TRUE,TRUE,FALSE,FALSE,0.732720996,0.15,1,0.582720996,0.732720996,0.15,0,1,0.0025,0,1
"6797",34,"4","47",3,2,2,"1","1",0.462633019,0.63950116,0.163664995,0.324718947,539,"1",3,TRUE,TRUE,FALSE,TRUE,FALSE,0.63950116,0.163664995,1,0.475836165,0.163664995,0.63950116,1,0,0.0025,0,1
"6798",34,"4","48",1,3,1,"0","1",0.472754153,0.653624258,0.191478745,0.306483515,149,"1",3,FALSE,TRUE,FALSE,FALSE,FALSE,0.472754153,0.191478745,1,0.281275408,0.472754153,0.191478745,0,0,0.0025,0,1
"6799",34,"4","49",1,3,3,"1","1",0.446989894,0.59332484,0.179692284,0.337784885,371,"1",1,TRUE,TRUE,FALSE,FALSE,TRUE,0.179692284,0.446989894,0,0.26729761,0.446989894,0.179692284,0,1,0.0025,0,1
"6800",34,"4","50",4,1,4,"0","1",0.450821354,0.584050675,0.15,0.36036193,434,"1",1,FALSE,TRUE,FALSE,FALSE,FALSE,0.36036193,0.450821354,0,0.090459424,0.36036193,0.450821354,1,1,0.0025,0,1
"6801",35,"1","1",4,2,4,"0","0",0.845975582,0.375602714,0.193985212,0.657246048,1142,NA,2,NA,NA,NA,NA,NA,0.657246048,0.375602714,1,0.281643334,0.657246048,0.375602714,0,NA,0,0,0
"6802",35,"1","2",3,2,2,"1","0",0.85,0.482825098,0.206956046,0.61808683,778,"0",3,FALSE,TRUE,FALSE,FALSE,TRUE,0.482825098,0.206956046,1,0.275869052,0.206956046,0.482825098,1,0,0,0,0
"6803",35,"1","3",1,3,3,"1","1",0.811239816,0.494525989,0.210698561,0.595684151,1693,"0",1,FALSE,TRUE,TRUE,FALSE,TRUE,0.210698561,0.811239816,0,0.600541255,0.811239816,0.210698561,0,0,0.0025,0,0
"6804",35,"1","4",1,3,3,"1","0",0.789141099,0.543622095,0.167181867,0.557190569,616,"1",1,TRUE,TRUE,TRUE,TRUE,FALSE,0.167181867,0.789141099,0,0.621959232,0.789141099,0.167181867,0,0,0,0,0
"6805",35,"1","5",4,2,4,"0","0",0.751663825,0.516946927,0.160385971,0.5647405,1375,"0",2,FALSE,FALSE,FALSE,FALSE,FALSE,0.5647405,0.516946927,1,0.047793573,0.5647405,0.516946927,0,0,0,0,0
"6806",35,"1","6",1,2,1,"0","1",0.727353519,0.475244821,0.222730036,0.537794873,1366,"0",2,FALSE,TRUE,TRUE,FALSE,FALSE,0.727353519,0.475244821,1,0.252108698,0.727353519,0.475244821,0,1,0.0025,0,0
