"","subject","block","trial","rt","card1","card2","ch_card","unch_card","key1","key2","response_key","ch_key","unch_key","reward","reward_oneback","prob_ch","prob_unch","stay_card","stay_key","stay_unch","reoffer_ch_card","reoffer_unch_card","reoffer_ch_key","reoffer_unch_key","accuracy","delta_exp_value","number_inattention","instructions_mistakes","bonus","card_in_left","card_in_middle_left","card_in_middle_right","card_in_right","counterbalance_reward","counterbalance_stimuli","prob_reward_1","prob_reward_2","prob_reward_3","prob_reward_4"
"17",1,"1",17,1306,"blue","orange","blue","orange","middle_left","right","f","middle_left","right","1","0",0.615,0.288,1,0,0,1,1,1,0,1,0.327,0,24,0.005,"null","blue","null","orange",1,1,0.697,0.615,0.797,0.288
"18",1,"1",18,1704,"blue","orange","orange","blue","left","right","k","right","left","1","1",0.277,0.712,0,0,1,1,1,0,1,0,0.435,0,24,0.005,"blue","null","null","orange",1,1,0.712,0.623,0.791,0.277
"19",1,"1",19,2264,"blue","orange","orange","blue","right","middle_right","h","middle_right","right","1","1",0.787,0.286,1,0,0,1,1,1,0,1,0.501,0,24,0.005,"null","null","orange","blue",1,1,0.73,0.589,0.787,0.286
"20",1,"1",20,774,"blue","orange","orange","blue","middle_left","middle_right","h","middle_right","middle_left","1","1",0.774,0.612,1,1,0,1,1,1,0,1,0.162,0,24,0.005,"null","blue","orange","null",1,1,0.745,0.612,0.774,0.312
"21",1,"1",21,584,"blue","orange","orange","blue","left","middle_right","h","middle_right","left","0","1",0.799,0.734,1,1,0,1,1,1,0,1,0.0650000000000001,0,24,0,"blue","null","orange","null",1,1,0.734,0.59,0.799,0.312
"22",1,"1",22,1369,"blue","orange","blue","orange","middle_right","middle_left","h","middle_right","middle_left","1","0",0.769,0.588,0,1,0,1,1,1,0,1,0.181,0,24,0.005,"null","orange","blue","null",1,1,0.73,0.588,0.769,0.357
"23",1,"1",23,2638,"blue","orange","blue","orange","middle_left","left","f","middle_left","left","0","1",0.591,0.733,1,0,1,1,1,0,1,0,0.142,0,24,0,"orange","blue","null","null",1,1,0.733,0.591,0.777,0.362
"24",1,"1",24,2507,"blue","orange","blue","orange","right","left","k","right","left","0","0",0.358,0.719,1,0,0,1,1,0,1,0,0.361,0,24,0,"orange","null","null","blue",1,1,0.719,0.622,0.739,0.358
"25",1,"1",25,2517,"blue","orange","orange","blue","left","middle_right","h","middle_right","left","0","0",0.77,0.698,0,0,0,1,1,0,1,1,0.0720000000000001,0,24,0,"blue","null","orange","null",1,1,0.698,0.609,0.77,0.32
"26",1,"1",26,745,"blue","orange","blue","orange","left","middle_right","s","left","middle_right","1","0",0.695,0.797,0,0,1,1,1,1,1,0,0.102,0,24,0.005,"blue","null","orange","null",1,1,0.695,0.632,0.797,0.322
"27",1,"1",27,942,"blue","orange","blue","orange","right","middle_right","k","right","middle_right","0","1",0.301,0.828,1,0,0,1,1,0,1,0,0.527,0,24,0,"null","null","orange","blue",1,1,0.721,0.623,0.828,0.301
"28",1,"1",28,609,"blue","orange","orange","blue","right","left","s","left","right","1","0",0.687,0.275,0,0,0,1,1,1,0,1,0.412,0,24,0.005,"orange","null","null","blue",1,1,0.687,0.576,0.85,0.275
"29",1,"1",29,1019,"blue","orange","orange","blue","right","left","s","left","right","0","1",0.668,0.269,1,1,0,1,1,1,1,1,0.399,0,24,0,"orange","null","null","blue",1,1,0.668,0.585,0.85,0.269
"30",1,"1",30,972,"blue","orange","orange","blue","left","middle_right","h","middle_right","left","1","0",0.85,0.707,1,0,0,1,1,1,0,1,0.143,0,24,0.005,"blue","null","orange","null",1,1,0.707,0.559,0.85,0.274
"31",1,"1",31,1707,"blue","orange","blue","orange","middle_right","middle_left","h","middle_right","middle_left","1","1",0.85,0.556,0,1,0,1,1,1,0,1,0.294,0,24,0.005,"null","orange","blue","null",1,1,0.664,0.556,0.85,0.279
"32",1,"1",32,1387,"blue","orange","blue","orange","middle_right","middle_left","h","middle_right","middle_left","1","1",0.85,0.544,1,1,0,1,1,1,1,1,0.306,0,24,0.005,"null","orange","blue","null",1,1,0.644,0.544,0.85,0.294
"33",1,"1",33,996,"blue","orange","blue","orange","right","left","k","right","left","1","1",0.34,0.633,1,0,0,1,1,0,0,0,0.293,0,24,0.005,"orange","null","null","blue",1,1,0.633,0.549,0.85,0.34
"34",1,"1",34,1536,"blue","orange","orange","blue","left","middle_right","h","middle_right","left","1","1",0.831,0.621,0,0,0,1,1,0,1,1,0.21,0,24,0.005,"blue","null","orange","null",1,1,0.621,0.575,0.831,0.328
"35",1,"1",35,871,"blue","orange","orange","blue","middle_left","right","k","right","middle_left","0","1",0.356,0.565,1,0,0,1,1,0,0,0,0.209,0,24,0,"null","blue","null","orange",1,1,0.614,0.565,0.803,0.356
"36",1,"1",36,1913,"blue","orange","orange","blue","left","middle_right","h","middle_right","left","0","0",0.778,0.623,1,0,0,1,1,0,0,1,0.155,0,24,0,"blue","null","orange","null",1,1,0.623,0.55,0.778,0.359
"37",1,"1",37,1633,"blue","orange","blue","orange","middle_right","left","h","middle_right","left","1","0",0.774,0.609,0,1,0,1,1,1,1,1,0.165,0,24,0.005,"orange","null","blue","null",1,1,0.609,0.572,0.774,0.335
"38",1,"1",38,1019,"blue","orange","orange","blue","middle_left","left","s","left","middle_left","1","1",0.611,0.547,0,0,1,1,1,0,1,1,0.0639999999999999,0,24,0.005,"orange","blue","null","null",1,1,0.611,0.547,0.791,0.333
"39",1,"1",39,1748,"blue","orange","orange","blue","left","middle_left","f","middle_left","left","1","1",0.536,0.609,1,0,1,1,1,1,1,0,0.073,0,24,0.005,"blue","orange","null","null",1,1,0.609,0.536,0.833,0.333
"40",1,"1",40,1114,"blue","orange","blue","orange","right","left","k","right","left","0","1",0.357,0.594,0,0,0,1,1,0,1,0,0.237,0,24,0,"orange","null","null","blue",1,1,0.594,0.508,0.846,0.357
"41",1,"1",41,761,"blue","orange","blue","orange","right","left","k","right","left","0","0",0.344,0.611,1,1,0,1,1,1,1,0,0.267,0,24,0,"orange","null","null","blue",1,1,0.611,0.53,0.83,0.344
"42",1,"1",42,969,"blue","orange","orange","blue","left","right","k","right","left","0","0",0.387,0.639,0,1,0,1,1,1,1,0,0.252,0,24,0,"blue","null","null","orange",1,1,0.639,0.555,0.85,0.387
"43",1,"1",43,926,"blue","orange","blue","orange","middle_right","right","h","middle_right","right","0","0",0.834,0.371,0,0,0,1,1,1,0,1,0.463,0,24,0,"null","null","blue","orange",1,1,0.626,0.526,0.834,0.371
"44",1,"1",44,943,"blue","orange","orange","blue","left","middle_left","f","middle_left","left","1","0",0.523,0.625,0,0,0,1,1,0,0,0,0.102,0,24,0.005,"blue","orange","null","null",1,1,0.625,0.523,0.82,0.39
"45",1,"1",45,1353,"blue","orange","orange","blue","middle_right","left","s","left","middle_right","1","1",0.607,0.827,1,0,1,1,1,0,1,0,0.22,0,24,0.005,"orange","null","blue","null",1,1,0.607,0.503,0.827,0.379
"46",1,"1",46,620,"blue","orange","orange","blue","middle_left","left","s","left","middle_left","1","1",0.604,0.499,1,1,0,1,1,1,0,1,0.105,0,24,0.005,"orange","blue","null","null",1,1,0.604,0.499,0.822,0.375
"47",1,"1",47,863,"blue","orange","orange","blue","middle_right","middle_left","f","middle_left","middle_right","0","1",0.533,0.808,1,0,1,1,1,0,1,0,0.275,0,24,0,"null","orange","blue","null",1,1,0.613,0.533,0.808,0.422
"48",1,"1",48,1382,"blue","orange","blue","orange","middle_right","right","h","middle_right","right","0","0",0.792,0.422,0,0,1,1,1,0,1,1,0.37,0,24,0,"null","null","blue","orange",1,1,0.629,0.543,0.792,0.422
"49",1,"1",49,769,"blue","orange","orange","blue","left","middle_left","f","middle_left","left","1","0",0.513,0.598,0,0,0,1,1,0,0,0,0.085,0,24,0.005,"blue","orange","null","null",1,1,0.598,0.513,0.769,0.416
"50",1,"1",50,939,"blue","orange","orange","blue","middle_right","right","k","right","middle_right","0","1",0.427,0.758,1,0,0,1,1,0,0,0,0.331,0,24,0,"null","null","blue","orange",1,1,0.621,0.514,0.758,0.427
"51",1,"2",51,527,"blue","orange","blue","orange","left","middle_left","s","left","middle_left","1","0",0.631,0.506,0,0,0,1,1,0,0,1,0.125,0,24,0.005,"blue","orange","null","null",1,1,0.631,0.506,0.766,0.428
"52",1,"2",52,1010,"blue","orange","blue","orange","left","right","s","left","right","0","1",0.627,0.441,1,1,0,1,1,1,0,1,0.186,0,24,0,"blue","null","null","orange",1,1,0.627,0.489,0.758,0.441
"53",1,"2",53,2261,"blue","orange","blue","orange","middle_left","left","f","middle_left","left","0","0",0.465,0.604,1,0,0,1,1,1,0,0,0.139,0,24,0,"orange","blue","null","null",1,1,0.604,0.465,0.758,0.45
"54",1,"2",54,2876,"blue","orange","orange","blue","middle_right","middle_left","f","middle_left","middle_right","0","0",0.467,0.774,0,1,0,1,1,1,0,0,0.307,0,24,0,"null","orange","blue","null",1,1,0.628,0.467,0.774,0.493
"55",1,"2",55,1398,"blue","orange","orange","blue","right","middle_right","h","middle_right","right","0","0",0.776,0.516,1,0,1,1,1,0,1,1,0.26,0,24,0,"null","null","orange","blue",1,1,0.633,0.467,0.776,0.516
"56",1,"2",56,771,"blue","orange","blue","orange","left","middle_right","s","left","middle_right","1","0",0.614,0.774,0,0,0,1,1,1,0,0,0.16,0,24,0.005,"blue","null","orange","null",1,1,0.614,0.467,0.774,0.467
"57",1,"2",57,818,"blue","orange","orange","blue","middle_left","right","k","right","middle_left","1","1",0.491,0.454,0,0,0,1,1,0,0,1,0.037,0,24,0.005,"null","blue","null","orange",1,1,0.632,0.454,0.773,0.491
"58",1,"2",58,1087,"blue","orange","blue","orange","right","left","k","right","left","1","1",0.501,0.642,0,1,0,1,1,1,0,0,0.141,0,24,0.005,"orange","null","null","blue",1,1,0.642,0.431,0.779,0.501
"59",1,"2",59,728,"blue","orange","orange","blue","right","left","s","left","right","0","1",0.665,0.52,0,0,1,1,1,1,1,1,0.145,0,24,0,"orange","null","null","blue",1,1,0.665,0.409,0.78,0.52
"60",1,"2",60,654,"blue","orange","blue","orange","middle_right","right","h","middle_right","right","0","0",0.814,0.531,0,0,0,1,1,0,1,1,0.283,0,24,0,"null","null","blue","orange",1,1,0.676,0.405,0.814,0.531
"61",1,"2",61,493,"blue","orange","orange","blue","middle_right","right","k","right","middle_right","0","0",0.535,0.819,0,0,1,1,1,1,1,0,0.284,0,24,0,"null","null","blue","orange",1,1,0.713,0.408,0.819,0.535
"62",1,"2",62,865,"blue","orange","orange","blue","left","middle_right","h","middle_right","left","1","0",0.801,0.668,1,0,1,1,1,0,1,1,0.133,0,24,0.005,"blue","null","orange","null",1,1,0.668,0.4,0.801,0.515
"63",1,"2",63,588,"blue","orange","blue","orange","middle_right","right","h","middle_right","right","1","1",0.841,0.535,0,1,0,1,1,1,0,1,0.306,0,24,0.005,"null","null","blue","orange",1,1,0.676,0.394,0.841,0.535
"64",1,"2",64,1137,"blue","orange","orange","blue","middle_left","left","s","left","middle_left","0","1",0.711,0.395,0,0,0,1,1,0,0,1,0.316,0,24,0,"orange","blue","null","null",1,1,0.711,0.395,0.845,0.507
"65",1,"2",65,831,"blue","orange","blue","orange","middle_left","middle_right","f","middle_left","middle_right","0","0",0.412,0.836,0,0,1,1,1,0,1,0,0.424,0,24,0,"null","blue","orange","null",1,1,0.663,0.412,0.836,0.477
"66",1,"2",66,695,"blue","orange","orange","blue","left","right","k","right","left","0","0",0.487,0.637,0,0,0,1,1,0,0,0,0.15,0,24,0,"blue","null","null","orange",1,1,0.637,0.398,0.85,0.487
"67",1,"2",67,949,"blue","orange","blue","orange","middle_left","left","f","middle_left","left","1","0",0.411,0.641,0,0,0,1,1,0,1,0,0.23,0,24,0.005,"orange","blue","null","null",1,1,0.641,0.411,0.85,0.475
"68",1,"2",68,1532,"blue","orange","orange","blue","middle_right","middle_left","f","middle_left","middle_right","1","1",0.413,0.85,0,1,0,1,1,1,0,0,0.437,0,24,0.005,"null","orange","blue","null",1,1,0.652,0.413,0.85,0.527
"69",1,"2",69,681,"blue","orange","orange","blue","right","middle_left","f","middle_left","right","0","1",0.386,0.583,1,1,0,1,1,1,0,0,0.197,0,24,0,"null","orange","null","blue",1,1,0.631,0.386,0.85,0.583
"70",1,"2",70,614,"blue","orange","blue","orange","middle_right","left","h","middle_right","left","0","0",0.85,0.623,0,0,0,1,1,0,0,1,0.227,0,24,0,"orange","null","blue","null",1,1,0.623,0.394,0.85,0.569
"71",1,"2",71,470,"blue","orange","blue","orange","left","right","s","left","right","1","0",0.655,0.555,1,0,1,1,1,0,1,1,0.1,0,24,0.005,"blue","null","null","orange",1,1,0.655,0.396,0.824,0.555
"72",1,"2",72,679,"blue","orange","orange","blue","middle_left","left","s","left","middle_left","1","1",0.662,0.385,0,1,0,1,1,1,0,1,0.277,0,24,0.005,"orange","blue","null","null",1,1,0.662,0.385,0.846,0.573
"73",1,"2",73,1347,"blue","orange","orange","blue","middle_right","middle_left","f","middle_left","middle_right","1","1",0.407,0.85,1,0,1,1,1,0,1,0,0.443,0,24,0.005,"null","orange","blue","null",1,1,0.685,0.407,0.85,0.581
"74",1,"2",74,1924,"blue","orange","orange","blue","right","middle_right","h","middle_right","right","0","1",0.85,0.535,1,0,1,1,1,0,1,1,0.315,0,24,0,"null","null","orange","blue",1,1,0.687,0.412,0.85,0.535
"75",1,"2",75,892,"blue","orange","orange","blue","left","middle_left","f","middle_left","left","0","0",0.408,0.656,1,0,0,1,1,0,0,0,0.248,0,24,0,"blue","orange","null","null",1,1,0.656,0.408,0.847,0.519
"76",1,"2",76,349,"blue","orange","null","blue","middle_left","right","s","null","middle_left","null","0",NA,NA,0,0,0,1,1,1,0,NA,NA,0,24,NA,"null","blue","null","orange",1,1,0.662,0.371,0.836,0.48
"77",1,"2",77,1486,"blue","orange","blue","orange","middle_left","left","f","middle_left","left","1","null",0.407,0.692,0,0,1,0,1,0,1,0,0.285,0,24,0.005,"orange","blue","null","null",1,1,0.692,0.407,0.83,0.453
"78",1,"2",78,858,"blue","orange","blue","orange","left","middle_left","s","left","middle_left","1","1",0.731,0.399,1,0,1,1,1,1,1,1,0.332,0,24,0.005,"blue","orange","null","null",1,1,0.731,0.399,0.825,0.475
"79",1,"2",79,1033,"blue","orange","blue","orange","right","middle_right","k","right","middle_right","1","1",0.501,0.8,1,0,0,1,1,0,0,0,0.299,0,24,0.005,"null","null","orange","blue",1,1,0.723,0.378,0.8,0.501
"80",1,"2",80,473,"blue","orange","blue","orange","right","middle_left","k","right","middle_left","0","1",0.499,0.362,1,1,0,1,1,1,0,1,0.137,0,24,0,"null","orange","null","blue",1,1,0.72,0.362,0.788,0.499
"81",1,"2",81,508,"blue","orange","orange","blue","left","middle_right","h","middle_right","left","0","0",0.828,0.704,0,0,0,1,1,0,0,1,0.124,0,24,0,"blue","null","orange","null",1,1,0.704,0.375,0.828,0.487
"82",1,"2",82,504,"blue","orange","orange","blue","right","left","s","left","right","1","0",0.723,0.494,1,0,1,1,1,0,1,1,0.229,0,24,0.005,"orange","null","null","blue",1,1,0.723,0.351,0.837,0.494
"83",1,"2",83,560,"blue","orange","blue","orange","right","middle_left","k","right","middle_left","0","1",0.529,0.359,0,0,1,1,1,0,1,1,0.17,0,24,0,"null","orange","null","blue",1,1,0.738,0.359,0.832,0.529
"84",1,"2",84,1397,"blue","orange","blue","orange","middle_right","left","h","middle_right","left","1","0",0.846,0.773,1,0,0,1,1,0,0,1,0.073,0,24,0.005,"orange","null","blue","null",1,1,0.773,0.388,0.846,0.547
"85",1,"2",85,592,"blue","orange","blue","orange","middle_right","right","h","middle_right","right","1","1",0.811,0.581,1,1,0,1,1,1,0,1,0.23,0,24,0.005,"null","null","blue","orange",1,1,0.79,0.374,0.811,0.581
"86",1,"2",86,868,"blue","orange","blue","orange","middle_right","middle_left","h","middle_right","middle_left","1","1",0.796,0.371,1,1,0,1,1,1,0,1,0.425,0,24,0.005,"null","orange","blue","null",1,1,0.758,0.371,0.796,0.559
"87",1,"2",87,1168,"blue","orange","orange","blue","middle_left","right","k","right","middle_left","1","1",0.537,0.396,0,0,0,1,1,0,1,1,0.141,0,24,0.005,"null","blue","null","orange",1,1,0.742,0.396,0.796,0.537
"88",1,"2",88,1766,"blue","orange","null","blue","middle_left","middle_right","d","null","middle_left","null","1",NA,NA,0,0,0,1,1,0,1,NA,NA,0,24,NA,"null","blue","orange","null",1,1,0.752,0.418,0.772,0.523
"89",1,"2",89,951,"blue","orange","blue","orange","left","right","s","left","right","1","null",0.785,0.543,0,0,0,0,1,0,0,1,0.242,0,24,0.005,"blue","null","null","orange",1,1,0.785,0.424,0.777,0.543
"90",1,"2",90,1369,"blue","orange","blue","orange","middle_right","middle_left","h","middle_right","middle_left","1","1",0.777,0.444,1,0,0,1,1,0,0,1,0.333,0,24,0.005,"null","orange","blue","null",1,1,0.77,0.444,0.777,0.54
"91",1,"2",91,1836,"blue","orange","orange","blue","right","left","s","left","right","1","1",0.783,0.573,0,0,0,1,1,0,0,1,0.21,0,24,0.005,"orange","null","null","blue",1,1,0.783,0.432,0.754,0.573
"92",1,"2",92,1421,"blue","orange","null","blue","middle_right","middle_left","s","null","middle_right","null","1",NA,NA,0,0,0,1,1,0,0,NA,NA,0,24,NA,"null","orange","blue","null",1,1,0.783,0.477,0.777,0.606
"93",1,"2",93,1692,"blue","orange","blue","orange","middle_right","right","h","middle_right","right","1","null",0.806,0.566,0,0,1,0,1,0,1,1,0.24,0,24,0.005,"null","null","blue","orange",1,1,0.775,0.495,0.806,0.566
"94",1,"2",94,1042,"blue","orange","blue","orange","left","middle_left","s","left","middle_left","1","1",0.767,0.496,1,0,0,1,1,0,0,1,0.271,0,24,0.005,"blue","orange","null","null",1,1,0.767,0.496,0.834,0.577
"95",1,"2",95,843,"blue","orange","blue","orange","left","middle_left","s","left","middle_left","1","1",0.774,0.486,1,1,0,1,1,1,1,1,0.288,0,24,0.005,"blue","orange","null","null",1,1,0.774,0.486,0.85,0.559
"96",1,"2",96,679,"blue","orange","blue","orange","right","left","k","right","left","0","1",0.537,0.734,1,0,0,1,1,1,0,0,0.197,0,24,0,"orange","null","null","blue",1,1,0.734,0.477,0.85,0.537
"97",1,"2",97,649,"blue","orange","blue","orange","left","right","s","left","right","1","0",0.732,0.552,1,0,1,1,1,1,1,1,0.18,0,24,0.005,"blue","null","null","orange",1,1,0.732,0.489,0.832,0.552
"98",1,"2",98,923,"blue","orange","orange","blue","right","left","s","left","right","1","1",0.74,0.534,0,1,0,1,1,1,1,1,0.206,0,24,0.005,"orange","null","null","blue",1,1,0.74,0.481,0.811,0.534
"99",1,"2",99,1098,"blue","orange","blue","orange","left","middle_right","s","left","middle_right","1","1",0.729,0.781,0,1,0,1,1,1,0,0,0.052,0,24,0.005,"blue","null","orange","null",1,1,0.729,0.48,0.781,0.559
"100",1,"2",100,770,"blue","orange","null","blue","right","middle_right","f","null","right","null","1",NA,NA,0,0,0,1,1,0,1,NA,NA,0,24,NA,"null","null","orange","blue",1,1,0.751,0.457,0.806,0.554
"101",1,"3",101,1733,"blue","orange","orange","blue","middle_right","left","s","left","middle_right","0","null",0.75,0.823,0,0,0,0,1,0,0,0,0.073,0,24,0,"orange","null","blue","null",1,1,0.75,0.448,0.823,0.579
"102",1,"3",102,523,"blue","orange","blue","orange","middle_right","middle_left","h","middle_right","middle_left","0","0",0.812,0.447,0,0,1,1,1,0,1,1,0.365,0,24,0,"null","orange","blue","null",1,1,0.707,0.447,0.812,0.58
"103",1,"3",103,500,"blue","orange","blue","orange","middle_left","right","f","middle_left","right","1","0",0.479,0.561,1,0,1,1,1,0,1,0,0.0820000000000001,0,24,0.005,"null","blue","null","orange",1,1,0.72,0.479,0.814,0.561
"104",1,"3",104,804,"blue","orange","orange","blue","left","middle_left","f","middle_left","left","1","1",0.496,0.728,0,1,0,1,1,1,0,0,0.232,0,24,0.005,"blue","orange","null","null",1,1,0.728,0.496,0.805,0.572
"105",1,"3",105,1054,"blue","orange","orange","blue","middle_right","right","k","right","middle_right","1","1",0.569,0.771,1,0,0,1,1,0,0,0,0.202,0,24,0.005,"null","null","blue","orange",1,1,0.729,0.496,0.771,0.569
"106",1,"3",106,1626,"blue","orange","orange","blue","middle_left","middle_right","h","middle_right","middle_left","1","1",0.737,0.496,1,0,1,1,1,0,1,1,0.241,0,24,0.005,"null","blue","orange","null",1,1,0.733,0.496,0.737,0.578
"107",1,"3",107,783,"blue","orange","orange","blue","middle_left","middle_right","h","middle_right","middle_left","1","1",0.739,0.469,1,1,0,1,1,1,1,1,0.27,0,24,0.005,"null","blue","orange","null",1,1,0.748,0.469,0.739,0.606
"108",1,"3",108,546,"blue","orange","orange","blue","left","middle_right","h","middle_right","left","1","1",0.727,0.734,1,1,0,1,1,1,0,0,0.00700000000000001,0,24,0.005,"blue","null","orange","null",1,1,0.734,0.468,0.727,0.583
"109",1,"3",109,487,"blue","orange","orange","blue","left","middle_right","h","middle_right","left","0","1",0.733,0.727,1,1,0,1,1,1,1,1,0.00600000000000001,0,24,0,"blue","null","orange","null",1,1,0.727,0.505,0.733,0.537
"110",1,"3",110,697,"blue","orange","orange","blue","left","right","k","right","left","1","0",0.556,0.721,1,0,0,1,1,0,1,0,0.165,0,24,0.005,"blue","null","null","orange",1,1,0.721,0.517,0.715,0.556
"111",1,"3",111,908,"blue","orange","orange","blue","right","left","s","left","right","1","1",0.696,0.543,1,0,1,1,1,1,1,1,0.153,0,24,0.005,"orange","null","null","blue",1,1,0.696,0.494,0.699,0.543
"112",1,"3",112,647,"blue","orange","orange","blue","middle_left","right","k","right","middle_left","0","1",0.516,0.527,1,0,1,1,1,0,1,0,0.011,0,24,0,"null","blue","null","orange",1,1,0.74,0.527,0.717,0.516
"113",1,"3",113,601,"blue","orange","orange","blue","left","middle_left","f","middle_left","left","1","0",0.494,0.727,1,0,1,1,1,0,1,0,0.233,0,24,0.005,"blue","orange","null","null",1,1,0.727,0.494,0.726,0.529
"114",1,"3",114,802,"blue","orange","orange","blue","left","middle_right","h","middle_right","left","1","1",0.747,0.731,1,0,0,1,1,0,1,1,0.016,0,24,0.005,"blue","null","orange","null",1,1,0.731,0.501,0.747,0.519
"115",1,"3",115,513,"blue","orange","orange","blue","middle_left","left","s","left","middle_left","1","1",0.763,0.51,1,0,1,1,1,0,1,1,0.253,0,24,0.005,"orange","blue","null","null",1,1,0.763,0.51,0.733,0.516
"116",1,"3",116,588,"blue","orange","orange","blue","right","left","s","left","right","1","1",0.723,0.522,1,1,0,1,1,1,0,1,0.201,0,24,0.005,"orange","null","null","blue",1,1,0.723,0.488,0.744,0.522
"117",1,"3",117,681,"blue","orange","blue","orange","middle_left","middle_right","f","middle_left","middle_right","0","1",0.513,0.765,0,0,0,1,1,0,0,0,0.252,0,24,0,"null","blue","orange","null",1,1,0.719,0.513,0.765,0.496
"118",1,"3",118,584,"blue","orange","orange","blue","middle_left","middle_right","h","middle_right","middle_left","1","0",0.775,0.51,0,0,1,1,1,1,1,1,0.265,0,24,0.005,"null","blue","orange","null",1,1,0.734,0.51,0.775,0.493
"119",1,"3",119,647,"blue","orange","orange","blue","middle_right","middle_left","f","middle_left","middle_right","1","1",0.507,0.77,1,0,1,1,1,1,1,0,0.263,0,24,0.005,"null","orange","blue","null",1,1,0.772,0.507,0.77,0.514
"120",1,"3",120,605,"blue","orange","orange","blue","middle_right","left","s","left","middle_right","1","1",0.779,0.739,1,0,0,1,1,0,1,1,0.04,0,24,0.005,"orange","null","blue","null",1,1,0.779,0.493,0.739,0.509
"121",1,"3",121,687,"blue","orange","orange","blue","middle_right","middle_left","f","middle_left","middle_right","0","1",0.478,0.724,1,0,0,1,1,0,1,0,0.246,0,24,0,"null","orange","blue","null",1,1,0.78,0.478,0.724,0.508
